iter	MultiClass
298	0.0241635977
299	0.02409040209
300	0.02398960482
301	0.02388030934
302	0.02375687324
303	0.02361041118
304	0.02350725943
305	0.02341577524
306	0.02335596185
307	0.02331006099
308	0.02324566566
309	0.02314951845
310	0.02302857429
311	0.02296531202
312	0.02282879659
313	0.02275419023
314	0.02268222563
315	0.02259784219
316	0.02252835683
317	0.02246227421
318	0.02230733873
319	0.02225771296
320	0.02216941881
321	0.02211555087
322	0.02203102539
323	0.0219749878
324	0.02190466016
325	0.02184323499
326	0.02175627105
327	0.02168181629
328	0.0215686363
329	0.02151978863
330	0.02144305975
331	0.02134045658
332	0.0212829643
333	0.0211828796
334	0.02113408903
335	0.02109188447
336	0.02104277765
337	0.02094204917
338	0.0208363011
339	0.02073573554
340	0.02067139292
341	0.02060410262
342	0.02049114823
343	0.02035903956
344	0.0203032073
345	0.02024688032
346	0.02019285246
347	0.02012962368
348	0.02008106984
349	0.01999573918
350	0.01990360197
351	0.01984674566
352	0.01976846518
353	0.01970593899
354	0.01966197355
355	0.01958749028
356	0.01949532494
357	0.01938169305
358	0.01930196821
359	0.01925102223
360	0.01919218614
361	0.01912944815
362	0.01905639895
363	0.01896998863
364	0.01890429825
365	0.01886701351
366	0.01879266325
367	0.0187387833
368	0.01867089839
369	0.01861982205
370	0.01858603273
371	0.0185412652
372	0.01847728392
373	0.01843719669
374	0.01835712348
375	0.01830987204
376	0.01827131052
377	0.01819080336
378	0.01814108746
379	0.01810051102
380	0.01805150841
381	0.01798649972
382	0.01791750945
383	0.01787258761
384	0.0177959017
385	0.01770708096
386	0.01765492218
387	0.01760502404
388	0.01751654903
389	0.0174263871
390	0.01738505509
391	0.0173317183
392	0.01726155955
393	0.01721450037
394	0.01714647527
395	0.01711395448
396	0.01706086292
397	0.01703912428
398	0.0170056341
399	0.0169406407
400	0.01687652767
401	0.01683611257
402	0.01679048414
403	0.01674996532
404	0.01669840335
405	0.01664781462
406	0.01658832157
407	0.01653698309
408	0.01648471649
409	0.01644602875
410	0.01638706285
411	0.01633416239
412	0.01626365387
413	0.01622006452
414	0.0161873574
415	0.01615148613
416	0.01611240321
417	0.01606995456
418	0.01601850935
419	0.01598169246
420	0.01593378162
421	0.01589611631
422	0.01585093374
423	0.01581889403
424	0.01574509688
425	0.01568927616
426	0.01564515986
427	0.01561289641
428	0.01555932121
429	0.01552642429
430	0.01548671483
431	0.01542192218
432	0.01535163813
433	0.01533314694
434	0.01530439104
435	0.0152837383
436	0.01523640452
437	0.01519648729
438	0.01512418363
439	0.0150844914
440	0.01504931998
441	0.01496760571
442	0.01492373998
443	0.014891749
444	0.0148340236
445	0.01481494236
446	0.01478059781
447	0.01474999959
448	0.01472072144
449	0.01470682068
450	0.01466681791
451	0.0146090775
452	0.01457086102
453	0.01452350094
454	0.01448621855
455	0.01445597414
456	0.01441327361
457	0.01438484761
458	0.01433831279
459	0.01431568523
460	0.01427895147
461	0.01424251152
462	0.01418808067
463	0.01415591454
464	0.01409043986
465	0.01405345371
466	0.01402367157
467	0.01398750812
468	0.01395730812
469	0.01393001281
470	0.01388576873
471	0.01381726277
472	0.01378439032
473	0.01374436979
474	0.01370991385
475	0.01368570509
476	0.01365255456
477	0.01362980719
478	0.01360061102
479	0.01358425861
480	0.01354808062
481	0.01352472634
482	0.01349560517
483	0.01345533256
484	0.01342902536
485	0.01338258533
486	0.01335518074
487	0.01332007542
488	0.01327893337
489	0.01325745526
490	0.01321965046
491	0.01316930995
492	0.0131345723
493	0.0130944133
494	0.01306207186
495	0.0130334184
496	0.01300195427
497	0.01296893728
498	0.01294954615
499	0.0129243723
500	0.01289799142
501	0.01287730161
502	0.01282684355
503	0.01279813806
504	0.01278036256
505	0.01276639118
506	0.01274661641
507	0.01270237729
508	0.01268128603
509	0.0126528182
510	0.01262234893
511	0.01258840028
512	0.01256791331
513	0.01254498979
514	0.01251647661
515	0.01249654914
516	0.01247428329
517	0.01242282317
518	0.01240688774
519	0.01238012595
520	0.01233289818
521	0.01230508723
522	0.01229312345
523	0.01227570886
524	0.01225084098
525	0.01222594075
526	0.01219933716
527	0.01217766764
528	0.01216583627
529	0.01215484543
530	0.01212445176
531	0.01209446584
532	0.01207183703
533	0.01204608612
534	0.01202610443
535	0.01200022263
536	0.01196772253
537	0.01194398481
538	0.01192018298
539	0.01187362225
540	0.01185059684
541	0.0118296607
542	0.01181923125
543	0.01178860673
544	0.01176414998
545	0.0117455402
546	0.01171938216
547	0.01169070008
548	0.01167178693
549	0.01165702196
550	0.01161049785
551	0.01158355321
552	0.01154048415
553	0.0115250042
554	0.01151547053
555	0.01149587495
556	0.01147854125
557	0.01146119984
558	0.0114442014
559	0.01141277386
560	0.01139831255
561	0.01136828594
562	0.01133210455
563	0.01130751631
564	0.01128177268
565	0.01124827909
566	0.01122480428
567	0.01119493963
568	0.01116792607
569	0.01115609986
570	0.01113686523
571	0.01111227109
572	0.01108571531
573	0.01107405855
574	0.01105545866
575	0.0110244728
576	0.01100220421
577	0.0109827531
578	0.01096171333
579	0.01094066006
580	0.0109106294
581	0.01087472814
582	0.01085836219
583	0.01082025131
584	0.01078237105
585	0.0107521587
586	0.01074418971
587	0.01071126867
588	0.01068596542
589	0.01066560936
590	0.01064511683
591	0.01061954336
592	0.01059457539
593	0.01057116582
594	0.01055291229
595	0.01053688296
596	0.01051396682
597	0.01049893917
598	0.01047621786
599	0.01044366789
600	0.01041906601
601	0.01039813679
602	0.01038083794
603	0.0103608094
604	0.0103400551
605	0.01032468049
606	0.01030065675
607	0.01028320586
608	0.01025376285
609	0.01024049933
610	0.01022479709
611	0.01021349905
612	0.01019784408
613	0.01017835357
614	0.01015907771
615	0.01013491842
616	0.01010868906
617	0.01009237577
618	0.01007343531
619	0.01006125096
620	0.01003698068
621	0.01002470397
622	0.01000341103
623	0.00999945746
624	0.009985805812
625	0.009967338558
626	0.009950739252
627	0.009925000187
628	0.009905733777
629	0.009882789718
630	0.009858763231
631	0.009850283889
632	0.00984095597
633	0.009828703116
634	0.009803847643
635	0.009788069357
636	0.009765073576
637	0.009754817338
638	0.009741691918
639	0.009727456531
640	0.009709015497
641	0.009695175046
642	0.009681213369
643	0.009652769634
644	0.009637042312
645	0.009621730462
646	0.009598934916
647	0.009571143095
648	0.009550757083
649	0.009538583556
650	0.00951727342
651	0.009500818369
652	0.009470211296
653	0.009457386412
654	0.009439200037
655	0.009416380882
656	0.009388340622
657	0.009366970316
658	0.009347449017
659	0.009332500456
660	0.009312072777
661	0.009296291094
662	0.009287638068
663	0.009271328014
664	0.009254654694
665	0.009247743012
666	0.009241435611
667	0.009231225492
668	0.009217920012
669	0.009205219456
670	0.009189593826
671	0.009181703995
672	0.009176772667
673	0.009157130187
674	0.009147911106
675	0.009131254149
676	0.009121942764
677	0.009107984368
678	0.00908577861
679	0.009063766737
680	0.009038749742
681	0.009017652598
682	0.009000643785
683	0.008994245791
684	0.008982125015
685	0.008973636802
686	0.008961897667
687	0.008943982458
688	0.008928488268
689	0.008915979323
690	0.00890276474
691	0.00888945144
692	0.008874033455
693	0.008862081084
694	0.008849909924
695	0.008837624004
696	0.008819247026
697	0.008804438471
698	0.008788147153
699	0.008770940521
700	0.008756964077
701	0.008739498661
702	0.008722357387
703	0.008704518562
704	0.008693918347
705	0.008682057989
706	0.008671781047
707	0.008638210112
708	0.008630875278
709	0.008617811529
710	0.008609229578
711	0.008595885663
712	0.008586877134
713	0.008582283476
714	0.00856302024
715	0.008547270713
716	0.008533328341
717	0.008515686734
718	0.008510170867
719	0.0084980437
720	0.008485107522
721	0.008471532235
722	0.008461177905
723	0.00844826209
724	0.008433335031
725	0.008420339792
726	0.008408475647
727	0.008389689661
728	0.008364761258
729	0.008355360989
730	0.00834286781
731	0.008315177496
732	0.008305072857
733	0.00828916574
734	0.008281069028
735	0.0082735074
736	0.008255435943
737	0.0082408742
738	0.008222639202
739	0.008211623344
740	0.008202377227
741	0.00818235528
742	0.008173331882
743	0.008162551112
744	0.008152119519
745	0.008136797403
746	0.008119793211
747	0.008111537106
748	0.008100826361
749	0.008091225796
750	0.008077625732
751	0.008062649288
752	0.008051420543
753	0.008039022189
754	0.008029643453
755	0.008020087686
756	0.00801272861
757	0.008000547366
758	0.007985068714
759	0.007969727278
760	0.007962875183
761	0.007953166341
762	0.007936908041
763	0.007928936619
764	0.007917072138
765	0.007905167622
766	0.007895954092
767	0.007882457023
768	0.007871176775
769	0.007860626483
770	0.007841813258
771	0.007825024875
772	0.007814962229
773	0.007793115908
774	0.007782431323
775	0.007771779618
776	0.007759035412
777	0.007753253769
778	0.007737971693
779	0.007725415496
780	0.007710614027
781	0.007702321937
782	0.007690847198
783	0.007681081091
784	0.007671245339
785	0.00766393897
786	0.007649507409
787	0.007641238744
788	0.007627809638
789	0.007610756005
790	0.007596290584
791	0.00758522303
792	0.007567672114
793	0.007556590191
794	0.007546128717
795	0.007535478284
796	0.007518586181
797	0.007505073874
798	0.007493755347
799	0.00748694652
800	0.007473707622
801	0.007468013575
802	0.007461300056
803	0.007452700718
804	0.007444367338
805	0.007433493793
806	0.007422175006
807	0.007413204046
808	0.007399440822
809	0.007391329451
810	0.007376862618
811	0.00736141318
812	0.007344082809
813	0.007335049683
814	0.007326262372
815	0.007307670672
816	0.007297197086
817	0.007289970728
818	0.007277720757
819	0.007267572037
820	0.007256138835
821	0.007246564778
822	0.007234351946
823	0.007226861274
824	0.007219679207
825	0.007210248457
826	0.007202297941
827	0.007182490202
828	0.007178358978
829	0.007171110308
830	0.007164862881
831	0.00715657973
832	0.00714922644
833	0.007139806162
834	0.007128164958
835	0.007117742583
836	0.007107679363
837	0.007096760044
838	0.007090187271
839	0.007079132017
840	0.007070154002
841	0.007061539479
842	0.007054096489
843	0.0070459663
844	0.007037972067
845	0.007022080932
846	0.00700796663
847	0.006998568695
848	0.006990818272
849	0.006983284819
850	0.006977870344
851	0.006970126291
852	0.006965212287
853	0.006954286694
854	0.006940843894
855	0.006930290407
856	0.006924122623
857	0.006914865228
858	0.006907682582
859	0.006900692033
860	0.006894069601
861	0.006886844781
862	0.006877754414
863	0.00686336616
864	0.006857177158
865	0.006852203234
866	0.006843501587
867	0.006837341702
868	0.006831139416
869	0.006823387943
870	0.006812940401
871	0.006805891045
872	0.006802814347
873	0.006784789486
874	0.006769130727
875	0.006759148073
876	0.006745632924
877	0.006739036913
878	0.006732556688
879	0.006726397259
880	0.00671971714
881	0.006707837253
882	0.006694439409
883	0.006679689746
884	0.006672663313
885	0.006658380614
886	0.006652169855
887	0.006643013684
888	0.00663512299
889	0.006628513684
890	0.006622205854
891	0.006614895824
892	0.006599815899
893	0.006592517689
894	0.006582366419
895	0.006575074651
896	0.006569686689
897	0.006562938415
898	0.006554217181
899	0.006546644998
900	0.006539747656
901	0.006532915413
902	0.006526742628
903	0.006519692596
904	0.006514831617
905	0.006505539218
906	0.006497882062
907	0.006488644628
908	0.006474506209
909	0.006464600709
910	0.006454572169
911	0.006445018938
912	0.006437181513
913	0.006431846033
914	0.006421979373
915	0.006413909432
916	0.00640605007
917	0.006394630632
918	0.006383102792
919	0.006373528923
920	0.006363660633
921	0.006358581239
922	0.006348886053
923	0.006341979478
924	0.006336812251
925	0.006328429469
926	0.006322964787
927	0.006316775779
928	0.006307706706
929	0.006302138293
930	0.006296117049
931	0.006290221891
932	0.006283263324
933	0.006274571977
934	0.006269295451
935	0.006259052073
936	0.006251496364
937	0.006241814033
938	0.006234188896
939	0.006219771112
940	0.00621604138
941	0.006204298967
942	0.006197995402
943	0.006192363883
944	0.006183793168
945	0.006173303458
946	0.006165879781
947	0.006155363497
948	0.006145359639
949	0.006138673255
950	0.006130660688
951	0.006125744174
952	0.006121119037
953	0.006111009151
954	0.006107228437
955	0.006097541514
956	0.006084733582
957	0.0060767024
958	0.006072524338
959	0.006067114954
960	0.00606003579
961	0.006053297058
962	0.006044669663
963	0.006039929941
964	0.00603546595
965	0.006028724903
966	0.006022342867
967	0.006015542863
968	0.006009234296
969	0.005994463997
970	0.005986956158
971	0.005980597556
972	0.005973977991
973	0.00596523599
974	0.005958266841
975	0.005952238258
976	0.005946398827
977	0.005939516597
978	0.005931361853
979	0.005926314543
980	0.005920264819
981	0.005915188689
982	0.005907350494
983	0.005899913782
984	0.005894742656
985	0.0058896844
986	0.005885719956
987	0.005883074919
988	0.005875792248
989	0.005862707622
990	0.005856123721
991	0.005849881547
992	0.005843412361
993	0.005834275278
994	0.005825030285
995	0.005815999475
996	0.005810762276
997	0.005805555836
998	0.005793314552
999	0.005789295848
